"Transaction No. In Originating","Transaction No.","Security ID - Current","Security Name - Current","Model Portfolio Code","Created Date","Trade Date","Payment Date","Created by User","Business Transaction Code","Elementary Transaction Code","Elementary Transaction Code Name","Settlement Currency Code - Transaction","Net Proceeds PC","Net Proceeds QC","Net Proceeds SC","Settlement Date","Finance Account Name","Nominal","Current Value PC","Current Value QC"
"74163","20171003003507","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",723.00,723.00,723.00,20170929,"TRNS TAX & OTH FGN PRIV EQUITY",0.0000000,0.00,0.00
"74162","20171003003506","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",136.77,136.77,136.77,20170929,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"74162","20171003003506","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",136.77,136.77,136.77,20170929,"OTH INV EXP FGN PRIV EQUITY",0.0000000,0.00,0.00
"74161","20171003003496","FS1000342","Resolute Fund III, L.P.","MFS1000342",20171009,20171018,20171018,"Server job user","GenCost","General Cost","General Cost","USD",1844114.89,1477893.00,1477893.00,20171018,"DUE TO BROKER FGN PRIV EQUITY",0.0000000,0.00,0.00
"74161","20171003003496","FS1000342","Resolute Fund III, L.P.","MFS1000342",20171009,20171018,20171018,"Server job user","GenCost","General Cost","General Cost","USD",1844114.89,1477893.00,1477893.00,20171018,"COST OF INVESTMENT FGN PRIV EQUITY",0.0000000,0.00,0.00
"74160","20171003003495","FS1000499","Jimmy John?s LLC (Roark)","MFS1000499",20171005,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-7159.83,-5724.89,-7159.83,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74160","20171003003495","FS1000499","Jimmy John?s LLC (Roark)","MFS1000499",20171005,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-7159.83,-5724.89,-7159.83,20170929,"TRNS TAX & OTH FGN PRIV EQUITY",0.0000000,0.00,0.00
"74160","20171003003495","FS1000499","Jimmy John?s LLC (Roark)","MFS1000499",20171005,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-7159.83,-5724.89,-7159.83,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74160","20171003003495","FS1000499","Jimmy John?s LLC (Roark)","MFS1000499",20171005,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-7159.83,-5724.89,-7159.83,20170929,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"74158","20171003003493","FS1000547","Welsh, Carson, Anderson & Stowe XI, LP (Ardian)","MFS1000547",20171004,20171004,20171004,"Batch job user","GenCost","General Cost","General Cost","USD",-668514.69,-535905.00,-535905.00,20171004,"REALIZED CURR GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"74158","20171003003493","FS1000547","Welsh, Carson, Anderson & Stowe XI, LP (Ardian)","MFS1000547",20171004,20171004,20171004,"Batch job user","GenCost","General Cost","General Cost","USD",-668514.69,-535905.00,-535905.00,20171004,"REALIZED CURR GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"74158","20171003003493","FS1000547","Welsh, Carson, Anderson & Stowe XI, LP (Ardian)","MFS1000547",20171004,20171004,20171004,"Batch job user","GenCost","General Cost","General Cost","USD",-668514.69,-535905.00,-535905.00,20171004,"COST OF INVESTMENT FGN PRIV EQUITY",0.0000000,0.00,0.00
"74158","20171003003493","FS1000547","Welsh, Carson, Anderson & Stowe XI, LP (Ardian)","MFS1000547",20171004,20171004,20171004,"Batch job user","GenCost","General Cost","General Cost","USD",-668514.69,-535905.00,-535905.00,20171004,"REALIZED SECURITY GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"74158","20171003003493","FS1000547","Welsh, Carson, Anderson & Stowe XI, LP (Ardian)","MFS1000547",20171004,20171004,20171004,"Batch job user","GenCost","General Cost","General Cost","USD",-668514.69,-535905.00,-535905.00,20171004,"COST OF INVESTMENT FGN PRIV EQUITY",0.0000000,0.00,0.00
"74158","20171003003493","FS1000547","Welsh, Carson, Anderson & Stowe XI, LP (Ardian)","MFS1000547",20171004,20171004,20171004,"Batch job user","GenCost","General Cost","General Cost","USD",-668514.69,-535905.00,-535905.00,20171004,"REALIZED SECURITY GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"74158","20171003003493","FS1000547","Welsh, Carson, Anderson & Stowe XI, LP (Ardian)","MFS1000547",20171004,20171004,20171004,"Batch job user","GenCost","General Cost","General Cost","USD",-668514.69,-535905.00,-535905.00,20171004,"DUE FROM BROKER FGN PRIV EQUITY",0.0000000,0.00,0.00
"74158","20171003003493","FS1000547","Welsh, Carson, Anderson & Stowe XI, LP (Ardian)","MFS1000547",20171004,20171004,20171004,"Batch job user","GenCost","General Cost","General Cost","USD",-668514.69,-535905.00,-535905.00,20171004,"DUE FROM BROKER FGN PRIV EQUITY",0.0000000,0.00,0.00
"74156","20171003003492","PD1000249","Ports America Group 8.0 PIK L+400 01/27/2021","MPD1000249",20171003,20170929,20170929,"Server job user","Sell","Sell","Sell","USD",1467723.16,1173568.27,1173568.27,20170929,"REALIZED SECURITY GL FGN DIR PRIV DEBT",1173568.2700000,1467723.16,1173568.27
"74156","20171003003492","PD1000249","Ports America Group 8.0 PIK L+400 01/27/2021","MPD1000249",20171003,20170929,20170929,"Server job user","Sell","Sell","Sell","USD",1467723.16,1173568.27,1173568.27,20170929,"REALIZED CURR GL FGN DIR PRIV DEBT",1173568.2700000,1467723.16,1173568.27
"74156","20171003003492","PD1000249","Ports America Group 8.0 PIK L+400 01/27/2021","MPD1000249",20171003,20170929,20170929,"Server job user","Sell","Sell","Sell","USD",1467723.16,1173568.27,1173568.27,20170929,"DUE FROM BROKER FGN DIR PRIV DEBT",1173568.2700000,1467723.16,1173568.27
"74156","20171003003492","PD1000249","Ports America Group 8.0 PIK L+400 01/27/2021","MPD1000249",20171003,20170929,20170929,"Server job user","Sell","Sell","Sell","USD",1467723.16,1173568.27,1173568.27,20170929,"COST OF INVESTMENT FGN DIR PRIV DEBT",1173568.2700000,1467723.16,1173568.27
"74154","20171003003464","PD1000250","Ports America Group 8.0 PIK L+400 01/27/2021 (IPC)","MPD1000250",20171003,20170929,20170929,"Server job user","Sell","Sell","Sell","USD",1284257.77,1026872.24,1026872.24,20170929,"REALIZED CURR GL FGN DIR PRIV DEBT",1026872.2400000,1284257.77,1026872.24
"74154","20171003003464","PD1000250","Ports America Group 8.0 PIK L+400 01/27/2021 (IPC)","MPD1000250",20171003,20170929,20170929,"Server job user","Sell","Sell","Sell","USD",1284257.77,1026872.24,1026872.24,20170929,"COST OF INVESTMENT FGN DIR PRIV DEBT",1026872.2400000,1284257.77,1026872.24
"74154","20171003003464","PD1000250","Ports America Group 8.0 PIK L+400 01/27/2021 (IPC)","MPD1000250",20171003,20170929,20170929,"Server job user","Sell","Sell","Sell","USD",1284257.77,1026872.24,1026872.24,20170929,"DUE FROM BROKER FGN DIR PRIV DEBT",1026872.2400000,1284257.77,1026872.24
"74154","20171003003464","PD1000250","Ports America Group 8.0 PIK L+400 01/27/2021 (IPC)","MPD1000250",20171003,20170929,20170929,"Server job user","Sell","Sell","Sell","USD",1284257.77,1026872.24,1026872.24,20170929,"REALIZED SECURITY GL FGN DIR PRIV DEBT",1026872.2400000,1284257.77,1026872.24
"74153","20171003003396","PD1000249","Ports America Group 8.0 PIK L+400 01/27/2021","MPD1000249",20171004,20170901,20170901,"Katelyn Chow","Sell","Sell","Sell","USD",0.00,0.00,0.00,20170901,"INTEREST INC FGN DIR PRIV DEBT",45137.2400000,55882.16,45137.24
"74153","20171003003396","PD1000249","Ports America Group 8.0 PIK L+400 01/27/2021","MPD1000249",20171004,20170901,20170901,"Katelyn Chow","Sell","Sell","Sell","USD",0.00,0.00,0.00,20170901,"COST OF INVESTMENT FGN DIR PRIV DEBT",45137.2400000,55882.16,45137.24
"74153","20171003003396","PD1000249","Ports America Group 8.0 PIK L+400 01/27/2021","MPD1000249",20171004,20170901,20170901,"Katelyn Chow","Sell","Sell","Sell","USD",0.00,0.00,0.00,20170901,"REALIZED CURR GL FGN DIR PRIV DEBT",45137.2400000,55882.16,45137.24
"74153","20171003003396","PD1000249","Ports America Group 8.0 PIK L+400 01/27/2021","MPD1000249",20171004,20170901,20170901,"Katelyn Chow","Sell","Sell","Sell","USD",0.00,0.00,0.00,20170901,"REALIZED SECURITY GL FGN DIR PRIV DEBT",45137.2400000,55882.16,45137.24
"74152","20171003003395","PD1000250","Ports America Group 8.0 PIK L+400 01/27/2021 (IPC)","MPD1000250",20171004,20170901,20170901,"Katelyn Chow","Sell","Sell","Sell","USD",0.00,0.00,0.00,20170901,"REALIZED SECURITY GL FGN DIR PRIV DEBT",39495.0800000,48896.88,39495.08
"74152","20171003003395","PD1000250","Ports America Group 8.0 PIK L+400 01/27/2021 (IPC)","MPD1000250",20171004,20170901,20170901,"Katelyn Chow","Sell","Sell","Sell","USD",0.00,0.00,0.00,20170901,"INTEREST INC FGN DIR PRIV DEBT",39495.0800000,48896.88,39495.08
"74152","20171003003395","PD1000250","Ports America Group 8.0 PIK L+400 01/27/2021 (IPC)","MPD1000250",20171004,20170901,20170901,"Katelyn Chow","Sell","Sell","Sell","USD",0.00,0.00,0.00,20170901,"COST OF INVESTMENT FGN DIR PRIV DEBT",39495.0800000,48896.88,39495.08
"74152","20171003003395","PD1000250","Ports America Group 8.0 PIK L+400 01/27/2021 (IPC)","MPD1000250",20171004,20170901,20170901,"Katelyn Chow","Sell","Sell","Sell","USD",0.00,0.00,0.00,20170901,"REALIZED CURR GL FGN DIR PRIV DEBT",39495.0800000,48896.88,39495.08
"74148","20171003003391","PR1000085","Dorna - CPPIB (Hong Kong) Limited","MPR1000085",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","EUR",91.48,61.87,61.87,20170929,"DUE TO BROKER FGN PRIV EQUITY",0.0000000,0.00,0.00
"74148","20171003003391","PR1000085","Dorna - CPPIB (Hong Kong) Limited","MPR1000085",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","EUR",91.48,61.87,61.87,20170929,"OTH INV EXP FGN PRIV EQUITY",0.0000000,0.00,0.00
"74147","20171003003390","IN1000058","Grupo Costanera (Limitada 2)","MIN1000034",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CLP",101.61,51925.00,51925.00,20170929,"OTH INV EXP EM INFRASTRUCTURE",0.0000000,0.00,0.00
"74147","20171003003390","IN1000058","Grupo Costanera (Limitada 2)","MIN1000034",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CLP",101.61,51925.00,51925.00,20170929,"DUE TO BROKER EM INFRASTRUCTURE",0.0000000,0.00,0.00
"74146","20171003003389","IN1000031","Grupo Costanera (Spa)","MIN1000031",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","USD",79.20,40473.00,65.30,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74146","20171003003389","IN1000031","Grupo Costanera (Spa)","MIN1000031",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","USD",79.20,40473.00,65.30,20170929,"OTH INV EXP EM INFRASTRUCTURE",0.0000000,0.00,0.00
"74146","20171003003389","IN1000031","Grupo Costanera (Spa)","MIN1000031",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","USD",79.20,40473.00,65.30,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74146","20171003003389","IN1000031","Grupo Costanera (Spa)","MIN1000031",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","USD",79.20,40473.00,65.30,20170929,"DUE TO BROKER EM INFRASTRUCTURE",0.0000000,0.00,0.00
"74145","20171003003388","IN1000031","Grupo Costanera (Spa)","MIN1000031",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CLP",61.96,31662.00,31662.00,20170929,"DUE TO BROKER EM INFRASTRUCTURE",0.0000000,0.00,0.00
"74145","20171003003388","IN1000031","Grupo Costanera (Spa)","MIN1000031",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CLP",61.96,31662.00,31662.00,20170929,"OTH INV EXP EM INFRASTRUCTURE",0.0000000,0.00,0.00
"74139","20171003003381","FS1000290","Riverstone Global Energy and Power Fund V, L.P.","MFS1000290",20171004,20170929,20170929,"Batch job user","GenCost","General Cost","General Cost","USD",0.00,0.00,0.00,20170929,"COST OF INVESTMENT FGN PRIV EQUITY",0.0000000,0.00,0.00
"74139","20171003003381","FS1000290","Riverstone Global Energy and Power Fund V, L.P.","MFS1000290",20171004,20170929,20170929,"Batch job user","GenCost","General Cost","General Cost","USD",0.00,0.00,0.00,20170929,"REALIZED CURR GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"74139","20171003003381","FS1000290","Riverstone Global Energy and Power Fund V, L.P.","MFS1000290",20171004,20170929,20170929,"Batch job user","GenCost","General Cost","General Cost","USD",0.00,0.00,0.00,20170929,"COST OF INVESTMENT FGN PRIV EQUITY",0.0000000,0.00,0.00
"74139","20171003003381","FS1000290","Riverstone Global Energy and Power Fund V, L.P.","MFS1000290",20171004,20170929,20170929,"Batch job user","GenCost","General Cost","General Cost","USD",0.00,0.00,0.00,20170929,"REALIZED SECURITY GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"74139","20171003003381","FS1000290","Riverstone Global Energy and Power Fund V, L.P.","MFS1000290",20171004,20170929,20170929,"Batch job user","GenCost","General Cost","General Cost","USD",0.00,0.00,0.00,20170929,"REALIZED SECURITY GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"74139","20171003003381","FS1000290","Riverstone Global Energy and Power Fund V, L.P.","MFS1000290",20171004,20170929,20170929,"Batch job user","GenCost","General Cost","General Cost","USD",0.00,0.00,0.00,20170929,"REALIZED CURR GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"140032","20171003003368","UPL 6.875 1524","UPL 6 7/8 04/15/22","MUPLBLOAN",20171003,20171003,20171005,"Sajeetha Balendran","Sell","Sell","Sell","USD",6585174.35,5265190.97,5265190.97,20171005,"DUE FROM BROKER FGN DIR PRIV DEBT",5000000.0000000,6378570.00,5100000.00
"140032","20171003003368","UPL 6.875 1524","UPL 6 7/8 04/15/22","MUPLBLOAN",20171003,20171003,20171005,"Sajeetha Balendran","Sell","Sell","Sell","USD",6585174.35,5265190.97,5265190.97,20171005,"REALIZED CURR GL FGN DIR PRIV DEBT",5000000.0000000,6378570.00,5100000.00
"140032","20171003003368","UPL 6.875 1524","UPL 6 7/8 04/15/22","MUPLBLOAN",20171003,20171003,20171005,"Sajeetha Balendran","Sell","Sell","Sell","USD",6585174.35,5265190.97,5265190.97,20171005,"INTEREST INC FGN DIR PRIV DEBT",5000000.0000000,6378570.00,5100000.00
"140032","20171003003368","UPL 6.875 1524","UPL 6 7/8 04/15/22","MUPLBLOAN",20171003,20171003,20171005,"Sajeetha Balendran","Sell","Sell","Sell","USD",6585174.35,5265190.97,5265190.97,20171005,"REALIZED SECURITY GL FGN DIR PRIV DEBT",5000000.0000000,6378570.00,5100000.00
"140032","20171003003368","UPL 6.875 1524","UPL 6 7/8 04/15/22","MUPLBLOAN",20171003,20171003,20171005,"Sajeetha Balendran","Sell","Sell","Sell","USD",6585174.35,5265190.97,5265190.97,20171005,"INTEREST INC FGN DIR PRIV DEBT",5000000.0000000,6378570.00,5100000.00
"140032","20171003003368","UPL 6.875 1524","UPL 6 7/8 04/15/22","MUPLBLOAN",20171003,20171003,20171005,"Sajeetha Balendran","Sell","Sell","Sell","USD",6585174.35,5265190.97,5265190.97,20171005,"COST OF INVESTMENT FGN DIR PRIV DEBT",5000000.0000000,6378570.00,5100000.00
"74136","20171003003274","FS1000083","Friedman Fleischer & Lowe Parallel Fund III L.P.","M35999F949",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-1999.08,-1598.43,-1999.08,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74136","20171003003274","FS1000083","Friedman Fleischer & Lowe Parallel Fund III L.P.","M35999F949",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-1999.08,-1598.43,-1999.08,20170929,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"74136","20171003003274","FS1000083","Friedman Fleischer & Lowe Parallel Fund III L.P.","M35999F949",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-1999.08,-1598.43,-1999.08,20170929,"OTH INV EXP FGN PRIV EQUITY",0.0000000,0.00,0.00
"74136","20171003003274","FS1000083","Friedman Fleischer & Lowe Parallel Fund III L.P.","M35999F949",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-1999.08,-1598.43,-1999.08,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74135","20171003003273","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-99.82,-99.82,-99.82,20170929,"OTH INV EXP FGN PRIV EQUITY",0.0000000,0.00,0.00
"74135","20171003003273","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-99.82,-99.82,-99.82,20170929,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"74134","20171003003272","FS1000605","Yingde Gases Group Co. (PAG Asia)","MFS1000605",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-258.90,-207.01,-258.90,20170929,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"74134","20171003003272","FS1000605","Yingde Gases Group Co. (PAG Asia)","MFS1000605",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-258.90,-207.01,-258.90,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74134","20171003003272","FS1000605","Yingde Gases Group Co. (PAG Asia)","MFS1000605",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-258.90,-207.01,-258.90,20170929,"TRNS TAX & OTH EM PRIV EQUITY",0.0000000,0.00,0.00
"74134","20171003003272","FS1000605","Yingde Gases Group Co. (PAG Asia)","MFS1000605",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-258.90,-207.01,-258.90,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74133","20171003003271","FS1000505","Warburg Pincus China, L.P.","MFS1000505",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-9494.02,-7591.27,-9494.02,20170929,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"74133","20171003003271","FS1000505","Warburg Pincus China, L.P.","MFS1000505",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-9494.02,-7591.27,-9494.02,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74133","20171003003271","FS1000505","Warburg Pincus China, L.P.","MFS1000505",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-9494.02,-7591.27,-9494.02,20170929,"TRNS TAX & OTH EM PRIV EQUITY",0.0000000,0.00,0.00
"74133","20171003003271","FS1000505","Warburg Pincus China, L.P.","MFS1000505",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-9494.02,-7591.27,-9494.02,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74132","20171003003270","FS1000537","Truck Hero, Inc  (CCMP)","MFS1000537",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-5520.98,-4414.49,-5520.98,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74132","20171003003270","FS1000537","Truck Hero, Inc  (CCMP)","MFS1000537",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-5520.98,-4414.49,-5520.98,20170929,"TRNS TAX & OTH FGN PRIV EQUITY",0.0000000,0.00,0.00
"74132","20171003003270","FS1000537","Truck Hero, Inc  (CCMP)","MFS1000537",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-5520.98,-4414.49,-5520.98,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74132","20171003003270","FS1000537","Truck Hero, Inc  (CCMP)","MFS1000537",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-5520.98,-4414.49,-5520.98,20170929,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"74131","20171003003269","FS1000508","Trident VII Parallel Fund, L.P.","MFS1000508",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-5987.05,-4787.15,-5987.05,20170929,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"74131","20171003003269","FS1000508","Trident VII Parallel Fund, L.P.","MFS1000508",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-5987.05,-4787.15,-5987.05,20170929,"TRNS TAX & OTH FGN PRIV EQUITY",0.0000000,0.00,0.00
"74131","20171003003269","FS1000508","Trident VII Parallel Fund, L.P.","MFS1000508",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-5987.05,-4787.15,-5987.05,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74131","20171003003269","FS1000508","Trident VII Parallel Fund, L.P.","MFS1000508",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-5987.05,-4787.15,-5987.05,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74130","20171003003268","FS1000462","Thoma Bravo Fund XII-A, L.P.","MFS1000462",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-250.16,-200.02,-250.16,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74130","20171003003268","FS1000462","Thoma Bravo Fund XII-A, L.P.","MFS1000462",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-250.16,-200.02,-250.16,20170929,"OTH INV EXP FGN PRIV EQUITY",0.0000000,0.00,0.00
"74130","20171003003268","FS1000462","Thoma Bravo Fund XII-A, L.P.","MFS1000462",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-250.16,-200.02,-250.16,20170929,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"74130","20171003003268","FS1000462","Thoma Bravo Fund XII-A, L.P.","MFS1000462",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-250.16,-200.02,-250.16,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74129","20171003003267","FS1000510","The Veritas Capital Fund VI, L.P.","MFS1000510",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-8739.85,-6988.25,-8739.85,20170929,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"74129","20171003003267","FS1000510","The Veritas Capital Fund VI, L.P.","MFS1000510",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-8739.85,-6988.25,-8739.85,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74129","20171003003267","FS1000510","The Veritas Capital Fund VI, L.P.","MFS1000510",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-8739.85,-6988.25,-8739.85,20170929,"TRNS TAX & OTH FGN PRIV EQUITY",0.0000000,0.00,0.00
"74129","20171003003267","FS1000510","The Veritas Capital Fund VI, L.P.","MFS1000510",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-8739.85,-6988.25,-8739.85,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74128","20171003003266","FS1000475","The Sixth Cinven Fund","MFS1000475",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-544.97,-368.59,-544.97,20170929,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"74128","20171003003266","FS1000475","The Sixth Cinven Fund","MFS1000475",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-544.97,-368.59,-544.97,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74128","20171003003266","FS1000475","The Sixth Cinven Fund","MFS1000475",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-544.97,-368.59,-544.97,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74128","20171003003266","FS1000475","The Sixth Cinven Fund","MFS1000475",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-544.97,-368.59,-544.97,20170929,"OTH INV EXP FGN PRIV EQUITY",0.0000000,0.00,0.00
"74127","20171003003265","FS1000507","TDR Capital Fund IV, L.P.","MFS1000507",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-8451.26,-5716.03,-8451.26,20170929,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"74127","20171003003265","FS1000507","TDR Capital Fund IV, L.P.","MFS1000507",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-8451.26,-5716.03,-8451.26,20170929,"TRNS TAX & OTH FGN PRIV EQUITY",0.0000000,0.00,0.00
"74127","20171003003265","FS1000507","TDR Capital Fund IV, L.P.","MFS1000507",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-8451.26,-5716.03,-8451.26,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74127","20171003003265","FS1000507","TDR Capital Fund IV, L.P.","MFS1000507",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-8451.26,-5716.03,-8451.26,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74126","20171003003264","FS1000470","STAR Strategic Assets Fund III, L.P.","MFS1000470",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-820.33,-554.83,-820.33,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"74126","20171003003264","FS1000470","STAR Strategic Assets Fund III, L.P.","MFS1000470",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-820.33,-554.83,-820.33,20170929,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"74126","20171003003264","FS1000470","STAR Strategic Assets Fund III, L.P.","MFS1000470",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-820.33,-554.83,-820.33,20170929,"OTH INV EXP FGN PRIV EQUITY",0.0000000,0.00,0.00
"74126","20171003003264","FS1000470","STAR Strategic Assets Fund III, L.P.","MFS1000470",20171004,20170929,20170929,"Server job user","GenCost","General Cost","General Cost","CAD",-820.33,-554.83,-820.33,20170929,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
